N,nworkers,policy,tileSize,chunkSize,time
500,1,0,1,1,26.3839 
500,1,0,4,1,26.3981 
500,1,0,8,1,26.3595 
500,1,1,1,1,33.6334 
500,1,1,4,1,31.7353 
500,1,1,8,1,31.4562 
500,2,1,1,1,23.7911 
500,2,1,4,1,19.7094 
500,2,1,8,1,19.616 
500,4,1,1,1,23.4951 
500,4,1,4,1,14.0412 
500,4,1,8,1,13.1486 
500,6,1,1,1,24.9003 
500,6,1,4,1,13.7543 
500,6,1,8,1,11.4592 
500,8,1,1,1,30.1034 
500,8,1,4,1,13.2976 
500,8,1,8,1,10.8856 
500,10,1,1,1,32.2493 
500,10,1,4,1,13.6644 
500,10,1,8,1,10.591 
500,12,1,1,1,37.5971 
500,12,1,4,1,13.8754 
500,12,1,8,1,10.296 
500,14,1,1,1,35.6215 
500,14,1,4,1,13.5444 
500,14,1,8,1,10.0815 
500,16,1,1,1,36.9589 
500,16,1,4,1,13.4729 
500,16,1,8,1,9.91699 
500,24,1,1,1,50.7477 
500,24,1,4,1,17.1376 
500,24,1,8,1,11.1547 
500,32,1,1,1,66.3164 
500,32,1,4,1,20.0284 
500,32,1,8,1,12.4736 
500,1,2,1,1,32.427 
500,1,2,4,1,31.3963 
500,1,2,8,1,31.3385 
500,2,2,1,1,27.2375 
500,2,2,4,1,20.1511 
500,2,2,8,1,19.4227 
500,4,2,1,1,21.6361 
500,4,2,4,1,13.9692 
500,4,2,8,1,12.965 
500,6,2,1,1,26.8189 
500,6,2,4,1,13.2016 
500,6,2,8,1,11.4839 
500,8,2,1,1,29.9101 
500,8,2,4,1,13.4012 
500,8,2,8,1,10.8835 
500,10,2,1,1,33.8387 
500,10,2,4,1,13.4558 
500,10,2,8,1,10.3804 
500,12,2,1,1,34.1269 
500,12,2,4,1,13.5196 
500,12,2,8,1,10.1208 
500,14,2,1,1,34.0715 
500,14,2,4,1,12.7789 
500,14,2,8,1,9.84695 
500,16,2,1,1,34.0338 
500,16,2,4,1,13.1014 
500,16,2,8,1,9.58169 
500,24,2,1,1,49.9517 
500,24,2,4,1,16.6273 
500,24,2,8,1,10.8316 
500,32,2,1,1,63.9397 
500,32,2,4,1,19.2508 
500,32,2,8,1,12.4037 
500,1,3,1,32,32.6101 
500,1,3,1,64,32.4773 
500,1,3,1,128,32.58 
500,1,3,4,32,31.5294 
500,1,3,4,64,31.4255 
500,1,3,4,128,31.3527 
500,1,3,8,32,31.308 
500,1,3,8,64,31.3639 
500,1,3,8,128,31.4183 
500,2,3,1,32,28.0487 
500,2,3,1,64,28.2231 
500,2,3,1,128,27.6925 
500,2,3,4,32,21.1151 
500,2,3,4,64,21.2565 
500,2,3,4,128,21.4024 
500,2,3,8,32,19.9645 
500,2,3,8,64,20.2716 
500,2,3,8,128,20.0788 
500,4,3,1,32,26.0386 
500,4,3,1,64,24.413 
500,4,3,1,128,25.7124 
500,4,3,4,32,14.439 
500,4,3,4,64,14.9805 
500,4,3,4,128,14.7437 
500,4,3,8,32,13.7372 
500,4,3,8,64,13.3849 
500,4,3,8,128,13.5544 
500,6,3,1,32,23.1075 
500,6,3,1,64,23.8693 
500,6,3,1,128,21.5759 
500,6,3,4,32,12.1801 
500,6,3,4,64,12.0413 
500,6,3,4,128,12.5529 
500,6,3,8,32,11.1063 
500,6,3,8,64,11.1004 
500,6,3,8,128,11.2915 
500,8,3,1,32,26.0488 
500,8,3,1,64,26.0585 
500,8,3,1,128,29.0761 
500,8,3,4,32,12.9843 
500,8,3,4,64,13.1185 
500,8,3,4,128,13.6323 
500,8,3,8,32,11.102 
500,8,3,8,64,10.9178 
500,8,3,8,128,10.6588 
500,10,3,1,32,32.3051 
500,10,3,1,64,34.441 
500,10,3,1,128,33.0474 
500,10,3,4,32,13.6685 
500,10,3,4,64,13.1801 
500,10,3,4,128,13.4256 
500,10,3,8,32,10.3881 
500,10,3,8,64,10.2415 
500,10,3,8,128,10.2992 
500,12,3,1,32,29.9728 
500,12,3,1,64,28.8454 
500,12,3,1,128,27.7609 
500,12,3,4,32,12.0101 
500,12,3,4,64,12.0119 
500,12,3,4,128,11.5825 
500,12,3,8,32,9.43294 
500,12,3,8,64,9.30237 
500,12,3,8,128,9.51553 
500,14,3,1,32,29.6243 
500,14,3,1,64,37.6295 
500,14,3,1,128,38.2872 
500,14,3,4,32,14.1361 
500,14,3,4,64,13.9947 
500,14,3,4,128,14.1612 
500,14,3,8,32,10.28 
500,14,3,8,64,10.2529 
500,14,3,8,128,10.227 
500,16,3,1,32,37.9386 
500,16,3,1,64,37.6053 
500,16,3,1,128,36.9654 
500,16,3,4,32,13.5147 
500,16,3,4,64,13.9136 
500,16,3,4,128,13.6116 
500,16,3,8,32,10.5853 
500,16,3,8,64,10.3384 
500,16,3,8,128,10.3581 
500,24,3,1,32,52.6806 
500,24,3,1,64,53.7016 
500,24,3,1,128,53.4855 
500,24,3,4,32,17.462 
500,24,3,4,64,17.2715 
500,24,3,4,128,17.3645 
500,24,3,8,32,11.2412 
500,24,3,8,64,11.3929 
500,24,3,8,128,11.1166 
500,32,3,1,32,67.3891 
500,32,3,1,64,63.9641 
500,32,3,1,128,63.9821 
500,32,3,4,32,19.794 
500,32,3,4,64,20.2997 
500,32,3,4,128,20.2579 
500,32,3,8,32,12.6959 
500,32,3,8,64,12.4115 
500,32,3,8,128,12.7109 
1000,1,0,1,1,203.224 
1000,1,0,4,1,202.381 
1000,1,0,8,1,202.318 
1000,1,1,1,1,215.879 
1000,1,1,4,1,208.043 
1000,1,1,8,1,206.447 
1000,2,1,1,1,134.809 
1000,2,1,4,1,113.067 
1000,2,1,8,1,110.457 
1000,4,1,1,1,84.8425 
1000,4,1,4,1,63.9997 
1000,4,1,8,1,60.83 
1000,6,1,1,1,70.467 
1000,6,1,4,1,46.3258 
1000,6,1,8,1,44.0866 
1000,8,1,1,1,70.8584 
1000,8,1,4,1,39.9043 
1000,8,1,8,1,36.3026 
1000,10,1,1,1,70.6246 
1000,10,1,4,1,36.021 
1000,10,1,8,1,32.3976 
1000,12,1,1,1,80.043 
1000,12,1,4,1,35.4599 
1000,12,1,8,1,30.2519 
1000,14,1,1,1,84.4509 
1000,14,1,4,1,35.1016 
1000,14,1,8,1,28.775 
1000,16,1,1,1,90.5653 
1000,16,1,4,1,36.4026 
1000,16,1,8,1,27.8902 
1000,24,1,1,1,107.497 
1000,24,1,4,1,37.2253 
1000,24,1,8,1,26.178 
1000,32,1,1,1,129.886 
1000,32,1,4,1,41.3682 
1000,32,1,8,1,26.6734 
1000,1,2,1,1,215.681 
1000,1,2,4,1,208.067 
1000,1,2,8,1,206.302 
1000,2,2,1,1,135.675 
1000,2,2,4,1,113.238 
1000,2,2,8,1,109.8 
1000,4,2,1,1,85.0113 
1000,4,2,4,1,63.3086 
1000,4,2,8,1,60.9964 
1000,6,2,1,1,67.4205 
1000,6,2,4,1,46.7336 
1000,6,2,8,1,43.8432 
1000,8,2,1,1,71.1502 
1000,8,2,4,1,39.6778 
1000,8,2,8,1,36.557 
1000,10,2,1,1,69.9918 
1000,10,2,4,1,37.7063 
1000,10,2,8,1,32.4252 
1000,12,2,1,1,79.0234 
1000,12,2,4,1,35.5965 
1000,12,2,8,1,30.3966 
1000,14,2,1,1,83.0522 
1000,14,2,4,1,36.27 
1000,14,2,8,1,28.6149 
1000,16,2,1,1,93.8182 
1000,16,2,4,1,36.0481 
1000,16,2,8,1,27.6408 
1000,24,2,1,1,105.723 
1000,24,2,4,1,36.6761 
1000,24,2,8,1,25.1533 
1000,32,2,1,1,135.654 
1000,32,2,4,1,41.409 
1000,32,2,8,1,26.9047 
1000,1,3,1,32,215.709 
1000,1,3,1,64,215.446 
1000,1,3,1,128,215.888 
1000,1,3,4,32,208.214 
1000,1,3,4,64,208.099 
1000,1,3,4,128,208.037 
1000,1,3,8,32,206.382 
1000,1,3,8,64,206.241 
1000,1,3,8,128,206.432 
1000,2,3,1,32,132.009 
1000,2,3,1,64,131.497 
1000,2,3,1,128,131.841 
1000,2,3,4,32,112.179 
1000,2,3,4,64,112.355 
1000,2,3,4,128,112.259 
1000,2,3,8,32,109.86 
1000,2,3,8,64,109.526 
1000,2,3,8,128,109.678 
1000,4,3,1,32,82.8365 
1000,4,3,1,64,84.4259 
1000,4,3,1,128,81.3332 
1000,4,3,4,32,63.818 
1000,4,3,4,64,64.2689 
1000,4,3,4,128,63.7711 
1000,4,3,8,32,61.3514 
1000,4,3,8,64,61.3931 
1000,4,3,8,128,60.8091 
1000,6,3,1,32,81.7595 
1000,6,3,1,64,78.6405 
1000,6,3,1,128,81.4091 
1000,6,3,4,32,48.064 
1000,6,3,4,64,48.7496 
1000,6,3,4,128,48.2913 
1000,6,3,8,32,45.1008 
1000,6,3,8,64,44.8852 
1000,6,3,8,128,45.1259 
1000,8,3,1,32,72.8406 
1000,8,3,1,64,73.814 
1000,8,3,1,128,71.8021 
1000,8,3,4,32,40.4155 
1000,8,3,4,64,39.6647 
1000,8,3,4,128,39.4719 
1000,8,3,8,32,36.2463 
1000,8,3,8,64,36.4034 
1000,8,3,8,128,36.3437 
1000,10,3,1,32,69.8019 
1000,10,3,1,64,67.726 
1000,10,3,1,128,74.181 
1000,10,3,4,32,37.2945 
1000,10,3,4,64,37.6514 
1000,10,3,4,128,37.6353 
1000,10,3,8,32,32.9041 
1000,10,3,8,64,32.5028 
1000,10,3,8,128,32.9185 
1000,12,3,1,32,81.8857 
1000,12,3,1,64,84.7215 
1000,12,3,1,128,84.7591 
1000,12,3,4,32,36.8849 
1000,12,3,4,64,36.5863 
1000,12,3,4,128,37.322 
1000,12,3,8,32,30.4081 
1000,12,3,8,64,30.5414 
1000,12,3,8,128,30.3488 
1000,14,3,1,32,81.9107 
1000,14,3,1,64,79.6122 
1000,14,3,1,128,81.4063 
1000,14,3,4,32,33.7904 
1000,14,3,4,64,34.5799 
1000,14,3,4,128,33.186 
1000,14,3,8,32,27.7294 
1000,14,3,8,64,27.6534 
1000,14,3,8,128,27.862 
1000,16,3,1,32,81.0326 
1000,16,3,1,64,81.6608 
1000,16,3,1,128,81.4764 
1000,16,3,4,32,34.3476 
1000,16,3,4,64,33.9844 
1000,16,3,4,128,35.2036 
1000,16,3,8,32,26.9707 
1000,16,3,8,64,27.0352 
1000,16,3,8,128,27.3188 
1000,24,3,1,32,110.204 
1000,24,3,1,64,113.727 
1000,24,3,1,128,110.306 
1000,24,3,4,32,36.8754 
1000,24,3,4,64,37.3193 
1000,24,3,4,128,36.4575 
1000,24,3,8,32,25.7308 
1000,24,3,8,64,26.385 
1000,24,3,8,128,26.0687 
1000,32,3,1,32,131.924 
1000,32,3,1,64,130.906 
1000,32,3,1,128,133.849 
1000,32,3,4,32,41.8854 
1000,32,3,4,64,40.9755 
1000,32,3,4,128,41.705 
1000,32,3,8,32,26.3732 
1000,32,3,8,64,27.1481 
1000,32,3,8,128,26.8525 
2000,1,0,1,1,2941.21 
2000,1,0,4,1,2596.34 
2000,1,0,8,1,2514.7 
2000,1,1,1,1,2638.15 
2000,1,1,4,1,2311.62 
2000,1,1,8,1,2226.65 
2000,2,1,1,1,2368.72 
2000,2,1,4,1,1218.93 
2000,2,1,8,1,1118.14 
2000,4,1,1,1,630.2 
2000,4,1,4,1,581.29 
2000,4,1,8,1,566.919 
2000,6,1,1,1,431.687 
2000,6,1,4,1,387.034 
2000,6,1,8,1,384.669 
2000,8,1,1,1,347.826 
2000,8,1,4,1,296.52 
2000,8,1,8,1,299.793 
2000,10,1,1,1,319.582 
2000,10,1,4,1,253.537 
2000,10,1,8,1,248.009 
2000,12,1,1,1,306.561 
2000,12,1,4,1,217.991 
2000,12,1,8,1,217.623 
2000,14,1,1,1,293.069 
2000,14,1,4,1,200.326 
2000,14,1,8,1,194.837 
2000,16,1,1,1,300.323 
2000,16,1,4,1,180.162 
2000,16,1,8,1,173.679 
2000,24,1,1,1,273.956 
2000,24,1,4,1,144.506 
2000,24,1,8,1,134.853 
2000,32,1,1,1,319.966 
2000,32,1,4,1,136.05 
2000,32,1,8,1,118.195 
2000,1,2,1,1,2616.73 
2000,1,2,4,1,2308.64 
2000,1,2,8,1,2204.47 
2000,2,2,1,1,1436.21 
2000,2,2,4,1,1148.82 
2000,2,2,8,1,1094 
2000,4,2,1,1,660.404 
2000,4,2,4,1,585.062 
2000,4,2,8,1,570.417 
2000,6,2,1,1,434.529 
2000,6,2,4,1,385.778 
2000,6,2,8,1,384.254 
2000,8,2,1,1,344.988 
2000,8,2,4,1,298.19 
2000,8,2,8,1,298.356 
2000,10,2,1,1,321.429 
2000,10,2,4,1,251.297 
2000,10,2,8,1,247.675 
2000,12,2,1,1,301.075 
2000,12,2,4,1,218.94 
2000,12,2,8,1,217.512 
2000,14,2,1,1,293.886 
2000,14,2,4,1,198.028 
2000,14,2,8,1,192.79 
2000,16,2,1,1,294.342 
2000,16,2,4,1,178.808 
2000,16,2,8,1,172.398 
2000,24,2,1,1,273.403 
2000,24,2,4,1,143.43 
2000,24,2,8,1,135.67 
2000,32,2,1,1,322.111 
2000,32,2,4,1,135.259 
2000,32,2,8,1,119.372 
2000,1,3,1,32,2633.02 
2000,1,3,1,64,2626.98 
2000,1,3,1,128,2636.91 
2000,1,3,4,32,2304.89 
2000,1,3,4,64,2314.49 
2000,1,3,4,128,2311.42 
2000,1,3,8,32,2225.51 
2000,1,3,8,64,2225.51 
2000,1,3,8,128,2214.01 
2000,2,3,1,32,1601.59 
2000,2,3,1,64,1281.41 
2000,2,3,1,128,1605.93 
2000,2,3,4,32,1145.94 
2000,2,3,4,64,1213.43 
2000,2,3,4,128,1142.72 
2000,2,3,8,32,1141.06 
2000,2,3,8,64,1108.54 
2000,2,3,8,128,1143.55 
2000,4,3,1,32,793.371 
2000,4,3,1,64,833.358 
2000,4,3,1,128,776.121 
2000,4,3,4,32,619.772 
2000,4,3,4,64,616.562 
2000,4,3,4,128,621.4 
2000,4,3,8,32,581.698 
2000,4,3,8,64,586.382 
2000,4,3,8,128,575.808 
2000,6,3,1,32,459.27 
2000,6,3,1,64,458.539 
2000,6,3,1,128,460.903 
2000,6,3,4,32,395.358 
2000,6,3,4,64,393.302 
2000,6,3,4,128,395.255 
2000,6,3,8,32,388.429 
2000,6,3,8,64,386.807 
2000,6,3,8,128,384.956 
2000,8,3,1,32,366.971 
2000,8,3,1,64,341.924 
2000,8,3,1,128,344.137 
2000,8,3,4,32,294.842 
2000,8,3,4,64,296.487 
2000,8,3,4,128,295.884 
2000,8,3,8,32,297.169 
2000,8,3,8,64,295.772 
2000,8,3,8,128,297.781 
2000,10,3,1,32,317.938 
2000,10,3,1,64,325.319 
2000,10,3,1,128,321.456 
2000,10,3,4,32,252.762 
2000,10,3,4,64,252.934 
2000,10,3,4,128,251.883 
2000,10,3,8,32,251.905 
2000,10,3,8,64,249.541 
2000,10,3,8,128,248.192 
2000,12,3,1,32,308.706 
2000,12,3,1,64,304.128 
2000,12,3,1,128,300.288 
2000,12,3,4,32,216.647 
2000,12,3,4,64,216.931 
2000,12,3,4,128,216.888 
2000,12,3,8,32,213.86 
2000,12,3,8,64,213.059 
2000,12,3,8,128,213.824 
2000,14,3,1,32,289.787 
2000,14,3,1,64,294.686 
2000,14,3,1,128,289.807 
2000,14,3,4,32,197.199 
2000,14,3,4,64,198.296 
2000,14,3,4,128,198.312 
2000,14,3,8,32,193.675 
2000,14,3,8,64,194.47 
2000,14,3,8,128,191.631 
2000,16,3,1,32,290.378 
2000,16,3,1,64,283.052 
2000,16,3,1,128,282.218 
2000,16,3,4,32,179.395 
2000,16,3,4,64,180.773 
2000,16,3,4,128,178.538 
2000,16,3,8,32,174.565 
2000,16,3,8,64,173.941 
2000,16,3,8,128,175.771 
2000,24,3,1,32,303.356 
2000,24,3,1,64,303.507 
2000,24,3,1,128,300.357 
2000,24,3,4,32,147.136 
2000,24,3,4,64,146.614 
2000,24,3,4,128,145.859 
2000,24,3,8,32,134.165 
2000,24,3,8,64,135.234 
2000,24,3,8,128,133.818 
2000,32,3,1,32,326.163 
2000,32,3,1,64,323.193 
2000,32,3,1,128,326.427 
2000,32,3,4,32,135.343 
2000,32,3,4,64,135.48 
2000,32,3,4,128,135.722 
2000,32,3,8,32,118.888 
2000,32,3,8,64,119.259 
2000,32,3,8,128,119.569 
3000,1,0,1,1,15693.1 
3000,1,0,4,1,15858.2 
3000,1,0,8,1,15640.2 
3000,1,1,1,1,15938 
3000,1,1,4,1,14782.1 
3000,1,1,8,1,14862.3 
3000,2,1,1,1,8266.98 
3000,2,1,4,1,7571.54 
3000,2,1,8,1,7243.64 
3000,4,1,1,1,4465.25 
3000,4,1,4,1,3761.95 
3000,4,1,8,1,3670.31 
3000,6,1,1,1,2840.87 
3000,6,1,4,1,2539.86 
3000,6,1,8,1,2475.91 
3000,8,1,1,1,2472.14 
3000,8,1,4,1,1957.86 
3000,8,1,8,1,1944.98 
3000,10,1,1,1,1828.27 
3000,10,1,4,1,1580.23 
3000,10,1,8,1,1562.64 
3000,12,1,1,1,1485.01 
3000,12,1,4,1,1311.04 
3000,12,1,8,1,1297.67 
3000,14,1,1,1,1274.85 
3000,14,1,4,1,1105.19 
3000,14,1,8,1,1123.02 
3000,16,1,1,1,1155.61 
3000,16,1,4,1,981.141 
3000,16,1,8,1,1007.41 
3000,24,1,1,1,898.96 
3000,24,1,4,1,701.069 
3000,24,1,8,1,725.414 
3000,32,1,1,1,867.978 
3000,32,1,4,1,571.372 
3000,32,1,8,1,571.433 
3000,1,2,1,1,15942.6 
3000,1,2,4,1,14784.2 
3000,1,2,8,1,14411.6 
3000,2,2,1,1,8410.74 
3000,2,2,4,1,7524.58 
3000,2,2,8,1,7283.02 
3000,4,2,1,1,4418.36 
3000,4,2,4,1,3743.02 
3000,4,2,8,1,3646 
3000,6,2,1,1,2986.31 
3000,6,2,4,1,2544.39 
3000,6,2,8,1,2501.22 
3000,8,2,1,1,2428.04 
3000,8,2,4,1,1966.75 
3000,8,2,8,1,1965.22 
3000,10,2,1,1,1703.99 
3000,10,2,4,1,1556.5 
3000,10,2,8,1,1538.04 
3000,12,2,1,1,1509.93 
3000,12,2,4,1,1293.73 
3000,12,2,8,1,1328.6 
3000,14,2,1,1,1261.77 
3000,14,2,4,1,1116.94 
3000,14,2,8,1,1119.7 
3000,16,2,1,1,1112.85 
3000,16,2,4,1,984.809 
3000,16,2,8,1,987.774 
3000,24,2,1,1,919.55 
3000,24,2,4,1,711.385 
3000,24,2,8,1,728.718 
3000,32,2,1,1,883.202 
3000,32,2,4,1,578.742 
3000,32,2,8,1,576.753 
3000,1,3,1,32,16606.8 
3000,1,3,1,64,15914.3 
3000,1,3,1,128,15979.3 
3000,1,3,4,32,14852.8 
3000,1,3,4,64,14779.3 
3000,1,3,4,128,14744 
3000,1,3,8,32,14394.7 
3000,1,3,8,64,14409.7 
3000,1,3,8,128,14422.7 
3000,2,3,1,32,8458.8 
3000,2,3,1,64,9065.01 
3000,2,3,1,128,8534.16 
3000,2,3,4,32,7626.19 
3000,2,3,4,64,7664.63 
3000,2,3,4,128,8225.24 
3000,2,3,8,32,7387.19 
3000,2,3,8,64,7592.18 
